overall_qual,c_total_area,garage_area,c_tot_exter,c_total_bath,year_built,c_tot_bsmt,c_ord_garage_finish,c_ord_fireplace_qu,mas_vnr_area,c_ord_heating_qc,neighborhood_NridgHt,bsmtfin_sf_1,c_total_porch_area,saleprice
7,2833.0,434.0,7,3.0,2003,8,3,4,196.0,5,0.0,0.0,168,213000
7,2428.0,520.0,7,2.0,2009,8,2,0,0.0,5,0.0,0.0,25,179781
8,2684.0,550.0,7,3.0,2006,8,3,4,176.0,5,1.0,846.0,35,234250
8,4463.0,665.0,7,3.0,1976,10,3,4,0.0,3,0.0,1165.0,246,287000
6,1946.0,180.0,6,1.0,1926,7,1,4,0.0,3,0.0,0.0,128,102000
7,1745.0,280.0,6,1.0,1930,7,1,4,0.0,5,0.0,0.0,205,139400
3,1886.0,936.0,6,1.0,1915,7,1,0,0.0,3,0.0,0.0,376,105000
8,4434.0,621.0,8,3.0,1970,11,1,3,0.0,5,0.0,351.0,512,268000
6,2898.0,432.0,8,2.0,1966,10,1,4,0.0,3,0.0,0.0,822,274970
7,2440.0,397.0,7,2.0,2005,10,3,4,16.0,5,0.0,16.0,116,180000
7,2067.0,360.0,8,2.0,1928,7,1,4,0.0,5,0.0,141.0,116,161000
4,930.0,308.0,6,1.0,1946,0,1,0,0.0,5,0.0,0.0,0,84900
5,1976.0,264.0,6,2.0,1958,9,1,0,0.0,3,0.0,532.0,0,119000
8,3928.0,892.0,7,4.0,2005,11,3,4,674.0,5,0.0,1571.0,265,370000
7,2540.0,524.0,7,2.0,2005,8,2,0,0.0,5,0.0,0.0,96,175900
5,2240.0,528.0,6,2.0,1979,0,1,0,0.0,3,0.0,0.0,154,142953
8,2988.0,478.0,7,3.0,1994,11,3,4,0.0,5,0.0,457.0,247,279700
5,2543.0,331.0,6,2.0,1957,7,2,4,0.0,4,0.0,623.0,60,132000
9,3593.0,736.0,7,4.0,2000,10,3,5,204.0,5,0.0,904.0,395,313000
4,1973.0,570.0,6,2.0,1920,7,1,0,0.0,4,0.0,637.0,167,108000
7,2402.0,397.0,7,3.0,2003,8,3,4,92.0,5,0.0,0.0,306,165400
6,2280.0,473.0,7,3.0,1995,8,2,3,68.0,5,0.0,0.0,504,187000
8,4256.0,810.0,7,4.0,1995,8,3,3,506.0,5,0.0,689.0,348,403000
6,2878.0,551.0,6,3.0,1976,7,3,3,298.0,3,0.0,156.0,224,195000
6,2472.0,525.0,6,2.0,1961,9,2,4,291.0,3,0.0,600.0,168,158500
8,3054.0,586.0,7,4.0,2002,9,3,4,210.0,5,0.0,932.0,259,255000
5,3796.0,484.0,6,3.0,1956,7,1,3,0.0,5,0.0,1116.0,275,236500
5,1976.0,360.0,6,2.0,1966,7,1,0,52.0,3,0.0,725.0,0,129250
7,3302.0,484.0,6,3.0,1959,7,3,3,0.0,3,0.0,1247.0,215,289000
5,1872.0,484.0,6,4.0,1976,0,1,0,0.0,3,0.0,0.0,0,100000
8,3970.0,560.0,7,4.0,2001,9,3,3,256.0,5,0.0,1198.0,305,275000
8,2614.0,560.0,7,3.0,1999,10,1,3,192.0,5,0.0,0.0,149,207000
5,2064.0,884.0,6,3.0,1965,8,1,0,166.0,4,0.0,661.0,64,146000
6,1524.0,264.0,6,2.0,1972,7,1,0,380.0,5,0.0,282.0,0,116000
7,3091.0,645.0,6,4.0,1997,8,2,0,573.0,5,0.0,739.0,612,219500
7,2810.0,478.0,7,2.0,2003,8,2,3,163.0,5,1.0,0.0,184,173000
4,2363.0,284.0,6,1.0,1956,7,2,0,0.0,5,0.0,1059.0,0,135000
7,2911.0,610.0,7,4.0,2003,8,2,4,0.0,5,0.0,654.0,120,213000
6,2266.0,494.0,6,1.0,1954,7,1,3,0.0,3,0.0,736.0,361,150000
7,2660.0,648.0,7,4.0,2006,11,3,4,72.0,5,0.0,0.0,136,194201
7,2850.0,457.0,7,2.0,2005,8,3,4,16.0,5,0.0,16.0,156,181000
6,2884.0,301.0,6,2.0,1958,7,2,0,243.0,4,0.0,608.0,275,157900
7,2730.0,586.0,7,4.0,1999,9,3,3,0.0,5,0.0,894.0,315,217000
8,3035.0,1043.0,7,3.0,2005,9,2,4,0.0,5,0.0,0.0,210,252000
7,2781.0,529.0,7,3.0,2002,8,2,0,0.0,5,0.0,0.0,108,197000
7,2498.0,436.0,7,3.0,2004,8,3,4,200.0,5,0.0,0.0,168,189500
5,1936.0,280.0,6,3.0,1918,7,1,0,0.0,4,0.0,0.0,303,116000
6,2656.0,528.0,6,3.0,1963,7,1,4,451.0,3,0.0,569.0,26,143000
5,1864.0,276.0,6,1.0,1950,7,1,0,0.0,3,0.0,534.0,80,119000
6,2132.0,240.0,6,1.0,1954,7,1,0,0.0,2,0.0,673.0,0,127500
6,2574.0,615.0,7,3.0,2005,8,2,0,0.0,5,0.0,0.0,53,200825
2,996.0,216.0,6,1.0,1922,7,1,0,0.0,3,0.0,0.0,100,35000
7,4260.0,1314.0,7,4.0,1978,8,3,4,168.0,5,0.0,988.0,224,292500
6,1470.0,280.0,6,2.0,1970,7,1,0,127.0,3,0.0,321.0,0,106000
4,1416.0,440.0,6,1.0,1927,6,1,0,0.0,3,0.0,0.0,80,85000
8,3424.0,701.0,7,3.0,2002,12,2,4,270.0,5,1.0,1196.0,401,286500
6,2138.0,440.0,6,2.0,1977,8,2,2,0.0,3,0.0,360.0,220,127500
7,2670.0,575.0,7,2.0,2006,8,2,0,0.0,5,0.0,0.0,210,210400
8,3036.0,588.0,8,2.0,2003,12,2,4,472.0,5,1.0,1218.0,325,274000
8,2700.0,612.0,7,4.0,2007,10,3,4,0.0,5,0.0,770.0,192,264966
4,2255.0,264.0,4,2.0,1910,6,1,0,0.0,2,0.0,0.0,309,50000
5,2338.0,416.0,7,3.0,1915,6,1,0,0.0,3,0.0,686.0,196,139000
7,3726.0,564.0,7,4.0,1990,8,2,3,272.0,4,0.0,727.0,281,300000
8,4656.0,538.0,7,4.0,1972,11,3,3,0.0,4,0.0,1410.0,380,345000
8,3148.0,484.0,7,2.0,1994,11,3,3,519.0,5,0.0,408.0,155,228000
4,2014.0,210.0,6,1.0,1925,7,1,0,0.0,2,0.0,0.0,232,107000
8,3186.0,682.0,7,3.0,2001,11,3,4,0.0,5,0.0,1153.0,344,286000
4,1440.0,0.0,6,1.0,1920,7,0,0,0.0,3,0.0,495.0,638,34900
5,1824.0,288.0,6,1.0,1964,7,1,0,0.0,3,0.0,312.0,0,115000
8,2729.0,400.0,7,2.0,2003,11,3,3,40.0,5,0.0,0.0,163,215000
7,2616.0,216.0,7,2.0,1915,7,1,0,0.0,2,0.0,0.0,52,179900
8,2990.0,528.0,7,3.0,1985,10,2,0,0.0,3,0.0,368.0,194,212000
8,3138.0,527.0,7,3.0,2005,8,3,4,216.0,5,0.0,0.0,119,250000
5,2618.0,225.0,6,1.0,1928,7,1,4,0.0,5,0.0,0.0,0,149000
6,2431.0,431.0,6,4.0,1995,8,3,3,0.0,4,0.0,219.0,308,188000
3,1426.0,371.0,7,1.0,1930,7,1,0,0.0,5,0.0,0.0,236,99800
7,3272.0,704.0,7,2.0,1890,7,1,0,0.0,5,0.0,0.0,191,159500
7,1758.0,400.0,7,4.0,2004,8,3,4,0.0,5,0.0,326.0,100,184500
8,4056.0,868.0,7,3.0,2007,9,3,4,270.0,5,0.0,0.0,148,276000
6,2352.0,440.0,6,4.0,1976,8,1,3,0.0,3,0.0,556.0,48,155000
5,2592.0,504.0,6,2.0,1969,7,1,1,176.0,5,0.0,594.0,16,160000
5,2160.0,480.0,6,2.0,1964,7,3,1,0.0,4,0.0,360.0,272,157500
8,3482.0,482.0,8,5.0,1994,12,1,3,0.0,5,0.0,1341.0,415,285000
5,3472.0,0.0,6,6.0,1900,7,0,0,0.0,4,0.0,1084.0,70,145900
7,2709.0,472.0,7,3.0,1996,10,3,3,0.0,5,0.0,0.0,133,229000
4,2432.0,580.0,6,3.0,1925,8,1,0,0.0,5,0.0,1030.0,0,128500
8,3020.0,885.0,7,4.0,1998,8,3,5,242.0,5,0.0,791.0,241,286000
6,2553.0,470.0,6,3.0,1997,8,3,3,0.0,5,0.0,847.0,282,189500
5,1210.0,616.0,6,2.0,1953,0,3,0,140.0,3,0.0,0.0,308,102900
5,2600.0,363.0,7,2.0,1950,7,1,0,0.0,5,0.0,788.0,0,128500
5,2944.0,371.0,6,2.0,1953,6,1,4,0.0,5,0.0,198.0,200,156000
8,3576.0,642.0,7,3.0,2005,12,3,4,245.0,5,0.0,0.0,183,281213
7,2654.0,505.0,6,3.0,1960,11,2,4,0.0,5,0.0,425.0,0,242000
6,2956.0,498.0,6,3.0,1960,7,1,4,30.0,5,0.0,1270.0,40,157500
7,2520.0,616.0,7,3.0,2003,8,3,4,190.0,5,0.0,0.0,225,196500
7,2850.0,591.0,6,3.0,1998,9,2,0,0.0,5,0.0,846.0,130,193000
5,1994.0,280.0,7,2.0,1939,7,1,0,0.0,5,0.0,48.0,0,132000
7,2140.0,576.0,6,2.0,1900,7,3,0,0.0,4,0.0,208.0,348,139900
6,2388.0,312.0,6,2.0,1959,7,2,0,220.0,3,0.0,0.0,120,148000
8,2713.0,774.0,7,4.0,2007,11,3,4,246.0,5,1.0,669.0,300,281500
8,4662.0,916.0,7,3.0,2004,10,2,5,502.0,5,1.0,0.0,244,342000
6,2338.0,528.0,6,3.0,1975,9,1,0,257.0,3,0.0,576.0,0,148000
5,2642.0,490.0,7,2.0,1972,8,1,4,0.0,3,0.0,190.0,92,140000
5,2061.0,750.0,6,3.0,1958,7,2,0,85.0,3,0.0,567.0,260,150000
7,3189.0,576.0,7,4.0,1996,9,2,3,0.0,5,0.0,851.0,168,279500
6,1619.0,525.0,6,2.0,2005,11,3,0,76.0,5,0.0,467.0,44,140000
6,3328.0,616.0,6,2.0,1978,8,1,0,0.0,3,0.0,0.0,0,145000
7,2742.0,511.0,7,3.0,1999,8,3,2,0.0,5,0.0,1051.0,271,184000
8,2452.0,484.0,7,2.0,1978,11,3,3,0.0,3,0.0,1052.0,301,206000
4,1638.0,253.0,6,2.0,1972,7,1,0,0.0,3,0.0,252.0,0,85500
6,2375.0,240.0,6,2.0,1934,7,1,4,0.0,2,0.0,326.0,0,188700
6,3098.0,484.0,6,2.0,1978,7,2,3,101.0,3,0.0,363.0,307,200000
7,2115.0,462.0,7,3.0,1990,8,1,0,0.0,4,0.0,460.0,150,162000
5,1344.0,240.0,6,1.0,1940,7,1,0,0.0,5,0.0,0.0,168,108000
5,3242.0,478.0,6,3.0,1975,10,2,2,161.0,3,0.0,1333.0,490,213000
8,3468.0,928.0,7,3.0,2007,9,2,4,328.0,5,1.0,1004.0,0,318000
5,2987.0,360.0,6,2.0,1898,7,1,0,0.0,3,0.0,0.0,196,106000
6,2681.0,795.0,6,2.0,1928,7,1,4,0.0,5,0.0,0.0,222,235000
4,2175.0,0.0,6,3.0,1959,7,0,0,0.0,2,0.0,569.0,352,128950
6,2724.0,504.0,6,3.0,1961,7,1,3,491.0,3,0.0,288.0,20,163000
5,1890.0,240.0,6,3.0,1940,7,1,0,0.0,2,0.0,312.0,0,126000
7,3444.0,484.0,6,3.0,2003,8,1,0,0.0,5,0.0,0.0,518,200000
5,2398.0,315.0,6,2.0,1958,7,1,0,180.0,3,0.0,460.0,0,144000
5,3600.0,0.0,6,2.0,1961,7,0,0,0.0,5,0.0,0.0,0,141000
8,3971.0,758.0,7,4.0,1998,8,3,3,0.0,5,0.0,1048.0,346,322500
7,3310.0,598.0,6,2.0,1998,8,2,0,442.0,5,0.0,0.0,34,224900
5,2900.0,528.0,6,4.0,1923,10,2,3,0.0,5,0.0,1309.0,312,223500
4,1632.0,288.0,6,1.0,1956,7,1,0,0.0,5,0.0,0.0,224,112000
6,2530.0,470.0,6,3.0,1997,7,3,3,0.0,5,0.0,706.0,36,187500
1,1587.0,0.0,4,2.0,1922,7,0,0,0.0,4,0.0,350.0,0,61000
6,1880.0,528.0,6,1.0,1920,7,1,0,0.0,4,0.0,0.0,46,110000
3,999.0,0.0,7,1.0,1935,7,0,0,0.0,4,0.0,0.0,0,52000
6,2724.0,460.0,7,3.0,2005,10,2,4,256.0,5,1.0,762.0,220,207000
5,2904.0,0.0,6,2.0,1911,9,0,0,0.0,3,0.0,0.0,192,130000
4,1296.0,516.0,6,2.0,1967,0,1,0,0.0,3,0.0,0.0,0,90000
5,1911.0,440.0,6,2.0,1992,8,1,0,0.0,3,0.0,330.0,150,130000
5,1756.0,576.0,6,1.0,1908,6,1,0,0.0,4,0.0,0.0,104,127000
9,3810.0,788.0,8,2.0,2006,10,3,4,302.0,5,0.0,0.0,191,320000
5,2250.0,720.0,6,2.0,1920,7,1,4,0.0,5,0.0,821.0,229,120000
7,2490.0,484.0,7,3.0,2004,10,2,0,122.0,5,0.0,0.0,212,181000
4,1788.0,400.0,6,1.0,1954,7,1,0,0.0,5,0.0,552.0,0,110000
4,2301.0,0.0,5,2.0,1920,4,0,0,0.0,4,0.0,0.0,148,94550
4,1309.0,0.0,6,1.0,1923,8,0,0,0.0,3,0.0,0.0,0,85500
5,1931.0,678.0,6,2.0,1977,10,3,2,144.0,3,0.0,923.0,267,153500
3,1733.0,452.0,6,2.0,1955,0,1,4,0.0,5,0.0,0.0,0,139600
5,3136.0,440.0,6,2.0,1967,7,1,0,0.0,3,0.0,0.0,200,143000
8,5271.0,666.0,7,4.0,1995,10,3,5,579.0,5,0.0,816.0,369,410000
6,2700.0,492.0,6,4.0,1998,8,2,3,120.0,5,0.0,606.0,246,200000
5,1728.0,312.0,6,2.0,1967,7,3,0,0.0,3,0.0,648.0,0,130000
6,2386.0,240.0,6,2.0,1946,7,1,4,0.0,5,0.0,342.0,50,154400
8,3857.0,831.0,9,5.0,1976,8,3,3,289.0,5,0.0,575.0,204,299800
5,1697.0,226.0,6,3.0,1934,7,1,0,0.0,3,0.0,0.0,0,63000
5,2694.0,551.0,6,3.0,1957,8,1,0,0.0,4,0.0,274.0,0,143000
5,1928.0,784.0,7,1.0,1961,7,3,2,56.0,5,0.0,700.0,170,137500
6,4202.0,619.0,7,4.0,1977,9,3,3,424.0,3,0.0,896.0,832,272000
6,2325.0,400.0,6,3.0,1992,8,2,0,106.0,4,0.0,560.0,146,173000
7,3048.0,478.0,6,3.0,1979,11,3,4,0.0,3,0.0,599.0,140,245000
5,1872.0,672.0,6,2.0,1980,11,1,0,180.0,3,0.0,936.0,49,140000
7,3960.0,792.0,7,4.0,2007,11,3,4,220.0,5,0.0,984.0,472,383970
4,2436.0,609.0,6,3.0,1954,7,1,4,60.0,5,0.0,691.0,30,125000
5,1536.0,396.0,6,2.0,1972,10,1,0,0.0,3,0.0,656.0,58,133000
8,2936.0,898.0,7,2.0,2008,8,3,4,72.0,5,0.0,0.0,360,244600
5,1956.0,372.0,6,3.0,1968,7,3,2,0.0,3,0.0,744.0,248,139000
5,2072.0,312.0,6,1.0,1953,7,2,0,88.0,5,0.0,531.0,144,112900
5,2040.0,330.0,6,1.0,1910,6,1,0,0.0,2,0.0,0.0,242,111000
6,2784.0,458.0,6,3.0,1957,7,2,4,387.0,3,0.0,1040.0,192,166000
7,2925.0,576.0,7,3.0,1997,8,2,3,1600.0,5,0.0,649.0,208,239000
7,2688.0,784.0,7,4.0,1997,12,3,0,200.0,5,0.0,1309.0,0,209200
5,2968.0,487.0,6,2.0,1971,10,1,3,0.0,4,0.0,998.0,404,175000
7,3520.0,583.0,7,3.0,2003,8,3,4,418.0,5,1.0,1262.0,355,269500
7,3359.0,400.0,7,3.0,1999,8,3,3,0.0,5,0.0,870.0,188,225000
8,3484.0,564.0,7,3.0,1985,11,2,3,0.0,3,0.0,1148.0,376,275000
5,2144.0,240.0,6,2.0,1941,7,1,4,0.0,3,0.0,368.0,0,105000
5,2110.0,484.0,6,2.0,1966,9,2,4,1047.0,3,0.0,516.0,0,159950
5,2316.0,180.0,6,3.0,1916,6,1,0,0.0,5,0.0,0.0,140,135000
8,4230.0,938.0,7,4.0,2007,11,3,5,0.0,5,1.0,1518.0,272,345474
5,2530.0,0.0,5,2.0,1926,7,0,0,0.0,5,0.0,0.0,138,102000
7,3392.0,625.0,6,2.0,1971,8,3,3,652.0,5,0.0,434.0,146,198000
8,3112.0,836.0,7,4.0,2007,9,3,4,100.0,5,0.0,789.0,102,339750
5,2262.0,566.0,6,3.0,1936,6,1,3,0.0,4,0.0,626.0,457,170000
5,1752.0,576.0,6,1.0,1951,6,1,3,0.0,3,0.0,432.0,0,94000
7,2588.0,578.0,7,3.0,2006,10,2,0,0.0,5,0.0,0.0,105,203160
7,3314.0,711.0,7,3.0,2006,8,2,4,0.0,5,0.0,1430.0,288,291000
6,3277.0,390.0,7,3.0,2002,8,2,3,0.0,5,0.0,0.0,166,200000
5,3168.0,506.0,6,2.0,1967,7,1,0,0.0,3,0.0,0.0,0,119000
1,334.0,0.0,4,1.0,1946,0,0,0,0.0,2,0.0,0.0,0,39300
4,1592.0,0.0,6,1.0,1922,6,0,0,0.0,2,0.0,0.0,100,55000
6,1617.0,264.0,6,2.0,1972,7,1,0,504.0,4,0.0,382.0,352,108000
5,3264.0,576.0,6,2.0,1967,9,1,0,0.0,3,0.0,0.0,0,143000
7,3906.0,672.0,6,4.0,1920,7,3,3,0.0,5,0.0,523.0,199,197000
6,2445.0,539.0,7,4.0,1968,7,1,4,365.0,4,0.0,384.0,224,175000
8,3102.0,552.0,7,4.0,2003,9,1,4,0.0,5,0.0,964.0,228,301000
7,2628.0,626.0,7,3.0,2007,8,2,4,166.0,5,1.0,904.0,234,230000
7,2810.0,478.0,7,2.0,2003,8,2,4,163.0,5,1.0,0.0,184,171750
7,1958.0,0.0,7,2.0,1920,7,0,3,0.0,3,0.0,0.0,28,120000
5,2065.0,180.0,7,1.0,1930,7,1,0,0.0,4,0.0,0.0,55,110000
6,1737.0,467.0,6,2.0,1950,7,1,3,0.0,5,0.0,104.0,104,144500
5,2347.0,576.0,6,2.0,1970,7,1,0,0.0,3,0.0,566.0,252,155000
6,2400.0,312.0,6,1.0,1923,7,1,0,0.0,3,0.0,0.0,228,125000
7,2250.0,624.0,8,2.0,1910,7,1,0,0.0,5,0.0,0.0,112,156500
6,1718.0,492.0,6,2.0,1977,11,1,3,46.0,3,0.0,506.0,304,151000
6,2210.0,308.0,6,1.0,1957,7,1,0,143.0,4,0.0,546.0,0,135000
4,1638.0,253.0,6,2.0,1972,7,1,0,0.0,3,0.0,252.0,0,79400
6,2716.0,484.0,7,2.0,2005,10,2,4,240.0,5,1.0,836.0,228,213000
8,2875.0,431.0,7,3.0,2002,8,3,0,0.0,5,0.0,0.0,135,202900
6,2590.0,546.0,6,4.0,1998,9,2,0,0.0,5,0.0,706.0,36,211000
5,3600.0,0.0,6,2.0,1961,9,0,0,0.0,3,0.0,0.0,0,130000
6,2584.0,216.0,6,3.0,1925,7,1,4,0.0,5,0.0,264.0,163,137450
4,2901.0,490.0,6,3.0,1976,7,1,3,0.0,5,0.0,1116.0,198,150000
5,1727.0,200.0,6,2.0,1941,7,1,0,0.0,3,0.0,236.0,48,95000
7,2245.0,440.0,6,3.0,1999,8,1,0,360.0,4,0.0,549.0,0,179400
5,2313.0,561.0,7,3.0,2007,7,1,0,0.0,5,0.0,0.0,0,212109
5,2470.0,480.0,6,1.0,1961,7,1,0,203.0,3,0.0,600.0,0,98600
5,1734.0,576.0,7,2.0,1948,9,1,3,0.0,5,0.0,300.0,42,216000
8,3394.0,768.0,7,4.0,2000,9,2,3,322.0,5,0.0,505.0,50,300000
7,3566.0,533.0,7,4.0,1996,12,2,0,0.0,5,0.0,1201.0,340,328000
5,1481.0,288.0,6,2.0,1971,9,1,0,82.0,3,0.0,349.0,35,139000
5,2000.0,575.0,6,2.0,1963,10,1,3,0.0,5,0.0,104.0,386,164000
6,1561.0,462.0,7,1.0,1980,8,1,3,0.0,4,0.0,330.0,180,123900
5,1716.0,0.0,7,2.0,1958,10,0,0,0.0,4,0.0,696.0,117,116500
6,2742.0,522.0,7,3.0,1997,8,3,3,0.0,5,0.0,930.0,68,177000
4,2123.0,436.0,6,3.0,1958,6,2,0,0.0,3,0.0,681.0,0,99500
6,2652.0,427.0,7,2.0,2006,10,3,0,0.0,5,0.0,0.0,100,174190
7,1800.0,480.0,6,3.0,2005,8,2,0,0.0,5,0.0,0.0,166,151000
6,1696.0,420.0,7,2.0,2003,10,3,0,170.0,5,0.0,672.0,140,143750
5,1592.0,336.0,6,2.0,1972,10,1,0,0.0,4,0.0,720.0,138,131900
5,2148.0,531.0,6,3.0,1977,8,3,4,0.0,5,0.0,531.0,376,157000
5,2016.0,468.0,7,1.0,1920,6,1,0,0.0,4,0.0,456.0,346,147000
7,2148.0,432.0,7,4.0,2004,8,3,4,0.0,5,0.0,425.0,151,188500
7,2728.0,484.0,7,3.0,2005,10,2,4,240.0,5,1.0,659.0,228,185850
5,1968.0,310.0,6,1.0,1965,7,1,0,0.0,3,0.0,554.0,0,126000
5,1728.0,308.0,6,1.0,1959,7,1,0,0.0,5,0.0,403.0,0,118000
9,3224.0,556.0,7,3.0,2006,12,3,4,165.0,5,0.0,797.0,164,319900
6,2006.0,588.0,6,2.0,1984,9,1,0,0.0,3,0.0,819.0,120,142500
5,2400.0,246.0,6,1.0,1950,7,3,0,0.0,3,0.0,390.0,126,129900
7,2736.0,474.0,7,2.0,2005,8,2,4,94.0,5,1.0,0.0,167,202500
5,1640.0,394.0,6,1.0,1950,0,2,4,0.0,3,0.0,0.0,225,131000
6,3676.0,721.0,7,4.0,1997,11,1,0,0.0,5,0.0,1593.0,227,185000
6,2311.0,440.0,7,3.0,1978,8,3,3,0.0,3,0.0,279.0,147,138000
6,2052.0,216.0,6,1.0,1910,7,1,0,0.0,5,0.0,0.0,158,114504
6,2222.0,220.0,6,2.0,1945,6,1,4,0.0,3,0.0,94.0,140,113000
4,1950.0,240.0,7,2.0,1922,7,1,0,0.0,4,0.0,735.0,96,125500
5,2000.0,528.0,8,3.0,1964,10,1,1,50.0,3,0.0,68.0,0,165000
5,1980.0,352.0,6,1.0,1900,7,1,0,0.0,4,0.0,0.0,77,79000
6,1836.0,480.0,7,4.0,2005,8,2,0,216.0,5,0.0,376.0,166,152000
6,2668.0,420.0,7,2.0,1947,7,1,4,0.0,5,0.0,399.0,60,159000
4,2200.0,312.0,6,2.0,1960,7,2,1,0.0,3,0.0,419.0,355,141000
6,2496.0,430.0,6,3.0,1964,7,3,4,112.0,5,0.0,260.0,214,167000
5,2288.0,240.0,6,2.0,1942,7,1,2,300.0,3,0.0,360.0,183,132000
7,2352.0,719.0,7,3.0,1990,9,3,3,0.0,4,0.0,738.0,244,179900
5,1782.0,280.0,7,1.0,1967,7,1,0,31.0,3,0.0,450.0,0,122000
6,2090.0,264.0,6,2.0,1963,7,2,2,0.0,3,0.0,826.0,0,127000
6,2906.0,543.0,7,3.0,2002,8,3,0,0.0,5,0.0,951.0,264,190000
5,2872.0,572.0,6,2.0,1964,10,1,3,30.0,4,0.0,785.0,180,158450
5,1984.0,480.0,6,3.0,1963,10,2,3,0.0,5,0.0,444.0,402,175000
9,3492.0,758.0,8,3.0,2006,12,3,4,160.0,5,0.0,1320.0,240,377500
5,2464.0,480.0,6,2.0,1930,7,1,4,0.0,3,0.0,448.0,10,138400
7,3468.0,660.0,7,3.0,2005,10,3,0,0.0,5,0.0,1300.0,184,260000
8,3952.0,908.0,7,3.0,2006,12,2,5,304.0,5,1.0,1350.0,313,440000
7,2424.0,573.0,7,2.0,2001,8,2,0,0.0,5,0.0,0.0,356,178000
5,2104.0,288.0,6,3.0,1968,9,2,0,168.0,4,0.0,1016.0,356,138500
5,2114.0,576.0,6,1.0,1962,7,3,0,0.0,3,0.0,417.0,0,132000
6,2609.0,305.0,6,2.0,1953,7,1,0,0.0,3,0.0,468.0,0,149900
7,2340.0,252.0,6,2.0,1945,6,1,0,0.0,4,0.0,0.0,210,108000
5,1848.0,280.0,6,1.0,1975,8,1,0,0.0,3,0.0,0.0,0,110000
6,1790.0,462.0,6,2.0,1980,8,3,3,0.0,3,0.0,285.0,150,124000
4,1764.0,0.0,6,1.0,1956,7,0,0,0.0,5,0.0,0.0,0,103200
7,2704.0,466.0,7,3.0,2006,10,2,4,0.0,5,0.0,937.0,241,194000
5,1896.0,300.0,6,1.0,1968,7,1,0,0.0,3,0.0,0.0,147,108000
5,1728.0,440.0,6,1.0,1961,7,1,0,0.0,3,0.0,864.0,158,122000
7,2130.0,450.0,7,4.0,1980,9,3,0,0.0,3,0.0,397.0,424,148400
5,2552.0,350.0,5,1.0,1958,6,1,0,0.0,3,0.0,0.0,0,60000
7,3228.0,534.0,7,4.0,1994,8,2,3,251.0,5,0.0,1271.0,464,226500
2,960.0,308.0,6,1.0,1949,9,1,0,0.0,3,0.0,50.0,0,35311
6,1988.0,0.0,6,4.0,1975,11,0,0,355.0,3,0.0,976.0,0,127500
5,1753.0,484.0,6,1.0,1984,7,1,0,0.0,3,0.0,647.0,0,137500
6,2146.0,542.0,6,2.0,1977,9,2,2,0.0,3,0.0,368.0,292,147000
8,3569.0,691.0,7,4.0,2004,11,3,4,132.0,5,1.0,0.0,145,309000
7,4168.0,551.0,8,3.0,1971,8,3,4,0.0,3,0.0,803.0,344,315000
5,1824.0,576.0,6,2.0,1965,7,1,0,300.0,5,0.0,595.0,240,147000
8,3087.0,648.0,7,3.0,2006,11,3,4,0.0,5,0.0,1154.0,312,264561
5,1744.0,572.0,6,1.0,1955,7,1,3,0.0,3,0.0,384.0,50,130000
6,2281.0,440.0,7,3.0,2000,8,1,3,456.0,5,0.0,436.0,0,177000
5,1980.0,0.0,6,1.0,1930,8,0,0,0.0,4,0.0,0.0,96,119000
7,2146.0,246.0,6,3.0,2004,10,1,0,0.0,5,0.0,510.0,120,157000
5,2210.0,336.0,6,2.0,1968,7,1,2,188.0,3,0.0,673.0,466,158000
4,2730.0,352.0,6,2.0,1955,7,1,0,0.0,4,0.0,150.0,0,115000
5,1788.0,308.0,6,2.0,1977,8,1,0,0.0,3,0.0,138.0,192,120750
7,2488.0,663.0,7,4.0,2000,8,2,0,0.0,5,0.0,533.0,96,216000
4,1638.0,286.0,6,2.0,1970,7,1,0,80.0,2,0.0,0.0,0,75000
6,2860.0,484.0,6,3.0,1974,9,1,3,144.0,3,0.0,800.0,390,192000
6,2000.0,616.0,6,2.0,1978,11,1,2,200.0,2,0.0,794.0,311,160500
7,2988.0,840.0,7,2.0,2006,10,2,4,306.0,5,0.0,0.0,193,279500
5,2056.0,440.0,6,2.0,1963,10,1,0,0.0,3,0.0,784.0,128,148000
5,1984.0,294.0,5,2.0,1967,7,2,0,0.0,5,0.0,758.0,204,145000
8,3858.0,796.0,8,4.0,1993,9,2,3,0.0,5,0.0,1012.0,264,310000
6,2229.0,294.0,6,2.0,1963,9,1,4,379.0,3,0.0,580.0,420,165000
8,4077.0,711.0,7,4.0,1994,9,2,3,528.0,5,0.0,1361.0,593,402000
7,2984.0,936.0,7,3.0,2005,8,3,4,0.0,5,0.0,0.0,364,250000
4,1260.0,0.0,6,2.0,1970,10,0,0,0.0,3,0.0,522.0,0,73000
5,2688.0,0.0,6,4.0,1974,8,0,0,0.0,3,0.0,0.0,77,136000
9,3125.0,556.0,8,3.0,2005,9,2,4,278.0,5,1.0,472.0,252,282500
8,3190.0,880.0,7,2.0,2005,7,2,4,226.0,5,0.0,0.0,144,221500
4,3360.0,628.0,6,2.0,1995,8,1,0,0.0,4,0.0,0.0,152,170000
6,2080.0,480.0,5,2.0,1967,6,2,1,0.0,4,0.0,872.0,156,163000
8,3849.0,752.0,7,3.0,1995,10,2,3,513.0,5,0.0,56.0,320,290000
8,3863.0,933.0,8,3.0,1996,8,2,3,526.0,5,0.0,1225.0,290,330000
